"seller_id","total_orders","total_revenue","avg_review_score"
"dbb9b48c841a0e39e21f98e1a6b2ec3e",108,7186.85,4.20
"d13e50eaa47b4cbe9eb81465865d8cfc",67,7155.05,4.81
"cc63f0dd2acba93ffed4fe9f8e0321fa",55,7096.71,4.05
"7722b1df1b0e383e000397b2c11e3e19",134,7094.09,4.22
"014c0679dd340a0e338872e7ec85666a",14,7058.00,3.67
"f1fd5ab1181f827ffad998c1a5de7d74",15,7045.99,4.67
"dd55f1bb788714a40e7954c3be6df745",35,7041.76,3.81
"679769a98cfcc6da877c8486ff1c13f3",21,7029.00,4.57
"d98eec89afa3380e14463da2aabaea72",168,7008.52,4.29
"b8630e1121437d41cb08e3c749c2c2e2",12,6988.00,4.33
"bacb1f0ed56ad24198f5810d2b3fe9a5",42,6940.45,4.08
"1da366cade6d8276e7d8beea7af5d4bf",43,6917.59,3.94
"30829ded4523ab9224b93bc49a62c95f",18,6911.71,3.58
"d9bd94811c3338dceb4181f3dbc0c73e",54,6911.02,4.82
"ad781527c93d00d89a11eecd9dcad7c1",44,6899.57,3.07
"1127b7f2594683f2510f1c2c834a486b",114,6885.33,4.10
"8e6cc767478edae941d9bd9eb778d77a",106,6858.54,3.90
"ececbfcff9804a2d6b40f589df8eef2b",98,6849.39,4.12
"aac29b1b99776be73c3049939652091d",98,6846.71,3.94
"58f1a6197ed863543e0136bdedb3fce2",44,6833.00,4.16
"5b67882648febfb6e1225e6ad7164f6b",27,6813.48,4.03
"40d54b51e962dbe09cabbcfd33298dee",30,6785.56,3.90
"63b464dbf392c7b80d12d932fa7cafed",37,6781.00,3.69
"b4ffb71f0cb1b1c3d63fad021ecf93e1",144,6780.23,4.02
"ff1fb4c404b2efe68b03350a8dc24122",46,6771.00,4.06
"3340ef1913fb70d28420f6ceb685c339",32,6731.15,4.33
"751bdc4d83a466c7206cd42e8f426b03",54,6720.91,3.55
"31ae0774c17fabd06ff707cc5bde005f",11,6719.85,4.00
"e5e33c0d8e7e002f398f5dc4cbbb338f",28,6698.70,4.34
"83e197e95a1bbabc8c75e883ed016c47",47,6693.69,4.75
"fa1a9dec3a9940c072684a46728bf1fc",55,6674.00,3.98
"33c51922b6e3c16b24a8f28e5833c99d",18,6657.87,4.28
"516e7738bd8f735ac19a010ee5450d8d",76,6643.09,4.55
"5670f4db5b62c43d542e1b2d56b0cf7c",22,6630.09,4.41
"5d0363b33554b373851fc1622e4d5f3c",94,6610.79,4.05
"609e1a9a6c2539919b8205cf7c4e6ff0",87,6595.23,3.60
"92eb0f42c21942b6552362b9b114707d",341,6548.63,3.93
"11305281b50fff20ae8bb473f8e11876",35,6528.70,4.35
"282f23a9769b2690c5dda22e316f9941",99,6505.08,4.30
"8a32e327fe2c1b3511609d81aaf9f042",132,6466.99,3.78
"4c03b9dd4c11ee2cb35c96c49efc9420",48,6458.60,4.11
"34056b8b55c1775a22af2331670a799c",78,6455.40,4.00
"57e632711dec9ec14ca7546769483e7e",62,6439.96,4.42
"6f892e20a171e98efe17fdb971ff319b",44,6438.70,3.73
"7dc8c42cc750eeafea6c85712ffee9bf",41,6409.68,4.26
"376a891762bbdecbc02b4b6adec3fdda",57,6406.23,4.67
"dbdd0ec73a4817971d962698f2fea022",16,6384.00,4.38
"4b5f66b7adcf57f1ecc0d3c07dd6b177",23,6381.78,4.08
"02f623a8eb246f3c5f7c2f96462654e6",44,6378.00,4.56
"670c26e0f1bf8d0576271d5cfaec6d2b",78,6341.60,4.31
"f4c4daa86e30c7e5a553a8d518ac03a5",20,6301.91,3.70
"dee656f0f566ed1aa85bd137c943f08f",93,6271.98,4.38
"bd4889b5e9133b35b66e42a8665cea5c",36,6271.90,4.46
"6b243f80ed07b10f0e8aa0f21a205f3c",79,6260.10,4.02
"ea67327e24487bdfac5fbfa37ea124df",32,6250.18,3.56
"f12ff17ad8bbf01ec5c33b17e506649b",29,6241.00,3.83
"b19f3ca2ea475913750f25a5c37c8d8f",24,6202.91,2.79
"cfa5ab0e4d3fc212fd0b3410e7081c62",16,6180.80,3.52
"9baf5cb77970f539089d09a38bcec5c3",32,6129.67,4.33
"dfc5fb7259bb2b599ca565e6e9448f0f",33,6124.63,4.12
"ba143b05f0110f0dc71ad71b4466ce92",85,6110.58,4.42
"2c9e548be18521d1c43cde1c582c6de8",126,6109.44,3.92
"688756f717c462a206ad854c5027a64a",83,6085.53,3.77
"6a8b085f816a1f75f92dbac6eb545f8f",127,6080.47,4.12
"bba74270a87732727b5a3b4fd9ac1c39",36,6001.59,3.80
"37515688008a7a40ac93e3b2e4ab203f",228,5986.60,4.08
"91f848e9f4be368f4318775aac733370",63,5967.59,4.28
"f84a00e60c73a49e7e851c9bdca3a5bb",90,5949.94,3.67
"0691148aee60ca47977c187804f935ae",47,5904.41,4.00
"b14db04aa7881970e83ffa9426897925",83,5898.60,3.76
"e06f09ec0a4aca210779cf1cfc63cf19",29,5833.39,4.03
"f46490624488d3ff7ce78613913a7711",83,5802.85,3.46
"02d35243ea2e497335cd0f076b45675d",14,5794.00,2.69
"e8b4225284fbb02d16f200513f1f395d",31,5788.52,4.19
"0bf0150d5b9d60d9cd2906003332f085",39,5774.60,3.71
"9616352088dcf83a7c06637f4ebf1c80",92,5762.90,4.24
"05d2173d43ea568aa0540eba70d2ca76",62,5759.66,4.00
"3ade81dab5a172b88e1871c28ae05260",30,5751.60,4.06
"b4a476fbd28de64b1e347abf9089366a",33,5724.04,3.76
"080102cd0a76b09e0dcf55fcacc60e05",124,5716.78,4.49
"94e93ce877be27a515118dbfd2c2be41",30,5674.57,3.94
"e2aee0892199b1d92530e371abd825bf",38,5662.57,3.80
"8c16d1f32a54d92897cc437244442e1b",108,5642.60,4.33
"67bf6941ba2f1fa1d02c375766bc3e53",16,5610.00,4.00
"45ba18c210d42734ec52c0c1c574e9ee",38,5589.13,3.83
"817245bcc3badd82bbd222e0366951a6",29,5580.50,4.07
"f181738b150df1f37cb0bd72e705b193",36,5529.70,4.49
"04aa0a1c5ce6b222003403a3e11c3cc0",11,5518.00,3.53
"916c9de0b5ad957346eeeb12f332687e",23,5480.25,4.39
"cc3d14116804f7209f3884f6367f1152",27,5477.80,4.67
"3be634553519fb6536a03e1358e9fdc7",83,5430.85,3.92
"4917cee8d902e13428c3ec4b1ca6f315",33,5421.90,4.16
"575df70bde3f9f2b30bf8d2e9910d725",27,5410.05,4.12
"2a261b5b644fa05f4f2700eb93544f2c",51,5405.00,3.34
"23c38debaffe4a25a30fdbd9b586a13f",41,5382.18,4.30
"b6d44737c043328708f6749c2dbe50bd",62,5369.60,4.53
"83deb69e889cf80f82be1dc6d5f2d486",40,5363.01,4.36
"e62b2d6ac10570a035a30bafcf01d263",62,5340.39,3.83
"e0878efa0e0b7e5313ac0b43bc04c081",27,5325.20,3.47
"0cbcee27c791afa0cdcb08587a2013a8",39,5324.15,3.85
"02ecc2a19303f05e59ce133fd923fff7",21,5264.19,4.54
"5bffbafbb22daf6d3bfc216a46db8708",21,5239.70,4.70
"099095b050cfe8eb1ddff5317587e96e",17,5193.83,2.95
"b39d7fe263ef469605dbb32608aee0af",44,5193.10,3.75
"f67efa3f0b6761102a7f8c6b7b571f5d",31,5188.68,4.44
"f680f85bee2d253556ac91be391d2c82",45,5183.92,4.30
"5b179e9e8cc7ab6fd113a46ca584da81",34,5173.50,3.51
"822bad9bc42b51213ba522fe87b7ab5d",18,5160.00,4.11
"9674754b5a0cb32b638cec001178f799",86,5153.86,4.03
"f84fa566034f5e8e880a07ec624c56af",91,5153.69,4.27
"709e16e2b25c7474d980076c6bfc4806",60,5151.90,4.53
"d566c37fa119d5e66c4e9052e83ee4ea",65,5145.70,4.72
"afe0067131b73e40875c9b6c10bd2e21",46,5130.40,4.20
"835f0f7810c76831d6c7d24c7a646d4d",44,5130.00,3.30
"fad44952713764836814be105382aee5",32,5129.00,4.28
"f7496d659ca9fdaf323c0aae84176632",26,5087.57,4.59
"e067ad2c1c0b48758eb1b5228bcf7a68",54,5042.55,4.13
"3df020b72d3d44b3af9d110fa3940b65",55,5039.90,3.95
"1bb2bdb95f4841f1bba2c0d2cd83d3c9",81,5027.68,4.59
"3ab971ce71839580d2ae5b4e40fe8044",36,5002.90,3.89
"4bf2f4ee540798a61f9636d12cd9cc80",29,4995.56,4.17
"45213867cefbf2cd4c6177e10216a951",14,4955.42,3.86
"b2479f944e1b90cf8a5de1bbfde284d6",103,4934.48,3.29
"dbd66278cbfe1aa1000f90a217ca4695",85,4928.90,4.45
"e9d99831abad74458942f21e16f33f92",130,4922.48,3.91
"9df5750209b83567ec144eb299d7d634",11,4917.00,4.00
"d66c305afaec317ebee552073a674429",41,4916.36,4.40
"503c1de08ae81a2d86f17951b204db55",22,4906.99,4.41
"abcd2cb37d46c2c8fb1bf071c859fc5b",45,4880.22,4.25
"f789d2c4f2c2eb38fc4373e7a4b35264",44,4864.24,4.18
"0d85bbda9889ce1f7e63778d24f346eb",51,4845.20,4.21
"45d33f715e24d15a6ccf5c17b3a23e3c",59,4838.23,4.05
"1336efc61c316ddf92c899eb817f7cae",74,4837.31,3.94
"9add47bf45ce8e8c7db6b9cf670b1e09",43,4829.24,4.20
"4c498c7345e89aebad651544829beca0",48,4819.76,4.29
"ce69a8021d18961dd2a40269b7c2c293",19,4818.00,4.47
"c12b92bf1c350f3e6bf88d3596219c86",17,4808.78,3.88
"2a7dc43cecabf23403078e2188437d1d",52,4795.91,4.09
"fcdd820084f17e9982427971e4e9d47f",16,4783.99,3.26
"30a2f535bb48308f991d0b9ad4a8c4bb",71,4781.20,4.26
"dfa0c4c6229ab200a4a1336b4d7128ff",77,4777.10,4.01
"7e3f87d16fb353f408d467e74fbd8014",92,4754.99,4.13
"acce39e832338debb07b02385cde5967",44,4748.10,4.48
"0176f73cc1195f367f7b32db1e5b3aa8",38,4733.10,4.03
"834f8533b2ecb6598dd004ff3de7203a",43,4730.05,3.76
"06579cb253ecd5a3a12a9e6eb6bf8f47",62,4727.20,3.76
"537eb890efff034a88679788b647c564",160,4709.60,4.17
"ad420dd0c4f92f8af951ac24b86d0cf5",42,4705.29,4.16
"582d4f8675b945722eda7c0cb61ba4c7",59,4702.96,4.11
"0ef83d7d83ed97cd2a0049ac8be5f88a",48,4699.01,4.25
"c9a06ece156bb057372c68718ec8909b",14,4688.90,3.00
"968268a686aa05d1f529fb07dff08130",12,4677.29,3.50
"8931a84a914b3fe9b1ddaa4d704947ca",29,4668.30,3.77
"1a932caad4f9d804097d7f8e615baed1",20,4661.00,3.57
"a3dd39f583bc80bd8c5901c95878921e",34,4659.81,4.61
"ef990a83bbea832f36ebe81376335aa8",43,4642.59,3.66
"f0837c8d71434931d9e38e7b79234797",22,4596.90,4.63
"31da954dc0855f2495c6310f70a2f931",29,4583.00,4.23
"2addf05f476d0637864454e93ba673d5",12,4552.00,5.00
"c68fb906c8f4b4b946d8386bfa6e5467",45,4541.16,4.51
"fc906263ca5083d09dce42fe02247800",114,4537.60,4.36
"1fe5540d7c1c37a595fefbacd5570d9e",20,4537.60,4.28
"6288c69c4ce638e59925e59193f98b16",22,4506.28,3.95
"b561927807645834b59ef0d16ba55a24",85,4501.99,4.34
"55d3daac7c404d59e51c2aa2f4dc5a23",21,4480.60,3.93
"2ff97219cb8622eaf3cd89b7d9c09824",89,4476.90,4.54
"e81e1f9c3e762e620f3fb60a51499e16",17,4465.99,3.82
"bbad7e518d7af88a0897397ffdca1979",69,4462.22,3.04
"8bd0f31cf0a614c658f6763bd02dea69",33,4455.34,4.21
"b90e891671cffd9557f33a97dc523645",34,4449.00,4.13
"2e3be8a987a30d7544dbbda6861cc14e",18,4430.84,3.05
"d379f449f2a3b271bc01c0782020f705",28,4423.06,3.93
"beadbee30901a7f61d031b6b686095ad",64,4373.98,3.94
"15aac934c58d886785ac1b17953ea898",25,4353.90,4.12
"eed78ac17f7f795a19a709745f00cd4e",22,4349.50,3.41
"a3f0b55de503387383c7b1de3ad7f678",24,4348.40,4.38
"65febd49fd28ec955651299159b1f527",35,4319.70,4.23
"23613d49c3ac2bd302259e55c06c050c",70,4293.00,3.66
"9803a40e82e45418ab7fb84091af5231",11,4278.75,3.11
"cc5a78bbad32776dc4e3af205218368c",33,4269.18,4.47
"cac4c8e7b1ca6252d8f20b2fc1a2e4af",75,4268.17,3.52
"1fdc574883ef3b33ad41562d93f3a74a",18,4251.00,4.44
"43f8c9950d11ecd03a0304a49e010da6",41,4249.59,4.56
"6ec1a01e866584bb679eb9b098345919",31,4248.91,4.13
"3c03b12bab54d8b37d79d914bfdb1aa0",37,4236.34,3.88
"98dac6635aee4995d501a3972e047414",91,4235.85,3.88
"8b9d6eec4a7eb7d0f9d579ce0b38324d",49,4232.54,4.06
"8a130737016f838139d31878787a39c9",56,4222.03,4.35
"d20b021d3efdf267a402c402a48ea64b",90,4220.16,3.65
"8bb48dc19fccaa8613b6229bf7f452a2",82,4215.12,4.34
"891071be6ba827b591264c90c2ae8a63",92,4207.27,3.72
"6b3bd31ad8fcda4b2635ec9f3ff2ecdf",36,4198.90,3.86
"bccf933e006e9b94a6184af782963e77",45,4162.74,4.53
"f76a3b1349b6df1ee875d1f3fa4340f0",24,4160.79,3.46
"cd6efc47efaabf134f8bdb654e10b4f1",31,4158.55,4.50
"6fc26fe110feebd80a433e1f012a84f9",35,4150.87,4.01
"11bfa66332777660bd0640ee84d47006",76,4146.86,3.78
"3c7c4a49ec3c6550809089c6a2ca9370",141,4133.54,3.69
"681fce914360217db47784ae28905a96",23,4127.33,3.87
"42b729f859728f5079499127a9c2ef37",104,4118.86,4.35
"e883aa812c37a7413226856f4579fe91",26,4097.10,3.90
"382229d1e840115ffe3dbf5ff460e417",46,4096.96,4.27
"951e8cef368f09bb3f3d03c00ca4702c",64,4092.29,4.12
"99002261c568a84cce14d43fcffb43ea",36,4088.00,3.72
"b17b679f4f5ce2e03ce6968c62648246",55,4084.75,3.61
"2199e7fe213c16213bf5d6a7eadc9a5d",25,4078.29,4.29
"ec8879960bd2221d5c32f8e12f7da711",36,4062.40,4.31
"d5ba419e26d246a0719437cf37d9b46d",34,4061.40,3.82
"715bbd5ba4e6b74cb0d2f29eb45058b0",62,4043.30,4.47
"d12c926d74ceff0a90a21184466ce161",78,4017.66,4.09
"55a5b51f93f2b70ea513f5a047b0262a",39,4002.30,4.49
"cb41bfbcbda0aea354a834ab222f9a59",12,4002.00,3.33
"6b333a05bf188ef3e1f1662a86bd9855",12,3990.91,4.38
"1b938a7ec6ac5061a66a3766e0e75f90",30,3987.60,4.24
"50c9975695009e5e6473912e83a6d1da",50,3964.40,3.99
"bf3c6d2a28b2b5501e6c15448982dcc9",35,3956.50,4.42
"3f995f07c49d0d55a99d5c54957f7d81",43,3955.70,4.21
"81f89e42267213cb94da7ddc301651da",46,3955.00,3.54
"d673a59aac7a70d8b01e6902bf090a11",79,3936.84,3.98
"fde0cc9ea29c8ccfc0a2c22256a58c71",35,3922.00,4.49
"232a6014e7b10cba61c6c2b2ea6bb4b0",33,3919.87,4.09
"7f152321c60a266edc53af1925ef96c1",20,3919.80,3.80
"602044f2c16190c2c6e45eb35c2e21cb",50,3919.13,2.93
"79ed755314cfe6df0daef2c6cd3022cd",23,3907.50,4.70
"3361277dc30b7cccdb0c286b24219756",29,3905.05,4.21
"f00e21b1e91a79653163b7fd8f293ff1",31,3900.09,4.10
"271c58a1d139c45eaf3316107c6d3a3b",29,3897.52,4.07
"6a0cbc8af2e8abd1bdfb777943d174c6",35,3894.05,4.06
"14d7985702e72162bbf13b6beb74ab2b",37,3887.00,4.34
"02f5837340d7eb4f653d676c7256523a",30,3883.05,4.83
"8090490573c6c0aa343a7231ebcb8c86",26,3871.12,4.19
"42fa4ee7240e9b8eb4576358ec142ba7",22,3845.70,4.81
"7d76b645482be4a332374e8223836592",176,3843.93,3.93
"4559697a8f7e637227c2eeaed843baff",42,3835.80,4.07
"8ed8ea9a57c862f2c18c2fe41f601d56",19,3831.90,4.47
"13d058e4eeac2ce8217660b2f8a05812",23,3829.77,4.22
"3f3486b61f45078d4f31ee5e43d8c5bb",40,3829.73,4.33
"6860153b69cc696d5dcfe1cdaaafcf62",74,3827.63,4.16
"f0b47fbbc6dee9aafe415a6e33051b3f",68,3795.91,4.23
"2e13c71026e1a39ba5cc1b86dcb679aa",24,3793.00,4.25
"5d9dc90a686a8fddacffab6bab5653a3",12,3761.94,4.17
"f3da5b2ff499efb8d4a6d371d175d7dd",79,3761.19,3.83
"edf96ef93ed595084bbcbd9224bd2894",25,3757.00,3.79
"822166ed1e47908f7cfb49946d03c726",69,3752.31,3.94
"2d2c62bef4c8ba0dd74e0e228e808539",16,3749.00,4.13
"3c4e0452bff7a2a788179488d3d77032",32,3746.40,3.74
"eb4df17aed01d918c65f0f8d650900c0",11,3739.87,3.91
"0509040ea3fe50071181bbc359eb7738",89,3737.95,4.50
"77e4abfd739aed9c46480f90f81c0eb4",18,3736.99,4.78
"8f119a0aee85c0c8fc534629734e94fd",77,3733.68,4.22
"66dc1b1632bd6a3e508510c5b3492107",37,3721.39,3.43
"23a0ffca143a15b9b5bbdb7d552f626a",23,3718.51,3.96
"520b493b57809f446cb0a233bb3e25c7",63,3713.90,4.38
"ec80e49e69745ab6c14f984bf2149423",12,3709.00,4.00
"99a54764c341d5dc80b4a8fac4eba3fb",45,3708.76,3.47
"a44fb5a447105f8469bdf16bf9159f25",19,3706.10,4.05
"c0563dd588b775f2e37747ef6ad6c92c",28,3697.20,4.36
"38e679b9e0064cd94c6f035707344dae",28,3694.51,3.93
"5f5b43b2bffa8656e4bc6efeb13cc649",27,3677.20,4.45
"b1fecf4da1fa2689bccffa0121953643",19,3669.64,4.95
"2745f798279e0ed033addcc1474776d7",32,3668.53,3.97
"c731d18cea9bf687ffee82a241c25b11",24,3662.00,3.96
"df560393f3a51e74553ab94004ba5c87",28,3661.18,3.72
"33ac3e28642ab8bda860a2f693000e78",34,3661.03,4.23
"8b2492b7ff4468839593fafeed55bad9",29,3660.08,3.89
"56642bcb79900e777d68e91915cb4267",48,3657.64,3.77
"7f2617c58d5d06806987308b45654351",22,3656.80,3.87
"5d3bb11474a06bdc23fb9e89f1164ee0",31,3654.60,3.94
"e49c26c3edfa46d227d5121a6b6e4d37",35,3654.25,4.42
"f97e2b0650c2068227e1d366140eb62f",16,3654.00,3.65
"6bb0724edf0b62fb91ac404873a97241",17,3653.00,4.50
"406822777a0b9eb5c50e442dd4cd3ec5",45,3648.08,4.33
"ed4311e67debd72b8610a5347a743087",25,3636.00,4.48
"1eade46fba20122dc4aefb379f8c636b",58,3635.37,4.31
"3d8fa2f5b647373c8620330c4e077a9f",43,3624.72,4.04
"96804ea39d96eb908e7c3afdb671bb9e",38,3610.70,3.90
"21e83881401b92b49fb09a16d3852291",14,3588.05,4.33
"3c010235b7345c92f125d14ee232a76b",15,3578.00,4.67
"218f991754f360af9c2daa5e0b8e990c",14,3554.32,3.53
"71039d19d4303bf9054d69e9a9236699",35,3537.20,3.68
"276677b5d08786d5dce7c2149dcce48b",33,3522.00,3.81
"e7d5b006eb624f13074497221eb37807",28,3478.93,3.11
"bce6a5ecf98e99fd2a8868b15c51f04b",14,3464.90,4.13
"994f04b3718c2bab35c2adfa8afecd2a",49,3445.70,4.28
"827f8f69dfa529c561901c4f2e0f332f",91,3438.29,4.25
"1b8356dabde1d35e17cef975c3f82730",56,3426.39,4.08
"4677a5437afda5fa7140b927b07be1cc",11,3415.70,4.36
"f4db9b37944bcb8873e6b456ee190bbf",21,3409.78,4.55
"070d165398b553f3b4b851c216b8a358",32,3393.16,3.50
"cfd7ddab722b902f7ac5b5f3ba6d723d",12,3385.03,4.54
"960945e1a9535cbc0cd6ddd35fbe7ae8",28,3381.73,4.66
"2d50d6282f8aa2257819a77bfaa0efe0",44,3353.48,3.64
"4da0e408c99d2fdc2126dc9fce518060",44,3344.40,4.50
"6b90f847357d8981edd79a1eb1bf0acb",45,3337.98,4.38
"db4350fd57ae30082dec7acbaacc17f9",137,3331.31,4.12
"6481e96574816ead57975da2c0f6d80d",32,3324.90,4.14
"95f83f51203c626648c875dd41874c7f",52,3287.36,3.18
"a2b5b6105ea5942300631d2e76f4ffe0",16,3286.69,4.75
"54c04bdb5ec46762f8f08c7e8f86ed4a",18,3281.66,4.32
"5b51032eddd242adc84c38acab88f23d",12,3280.00,3.79
"643214e62b870443ccbe55ab29a4dccf",66,3270.13,4.43
"52562a9f449c3dc3d53f5f5b9ed74903",14,3266.60,4.79
"870d0118f7a9d85960f29ad89d5d989a",45,3248.90,4.06
"594f9aaa48e5bf431f011ddc5669b0d5",37,3248.80,4.58
"a938325a4b357fd23a6a4d5bb126408e",24,3231.00,3.88
"afa6714acee029b2dfdf357e5579cc03",16,3220.76,4.06
"4c18691b6037662be2df78a765d98ab5",63,3195.52,3.84
"bb7a14e229b1c95156719c3d9552eeee",11,3190.10,4.18
"d57e18d5f73c7ccb7f7339b61166898d",61,3187.70,4.44
"e48b04bf1aa1ef711caebeb7aede6180",25,3187.10,4.48
"e89c4adbe7b1d0819dbb636e16461cf1",24,3181.30,3.88
"5c6d4016c2a288f074fa0848a2b653d2",32,3159.00,4.11
"c8b3445d737de6befde0c88ede534a5e",30,3149.04,3.97
"5bc24d989e71e93c33e50a7782431b0e",17,3148.00,4.35
"b1ac6ea7895bc3dd6f0f6f4abbdd2821",40,3139.00,4.27
"238fac594e170b59c6d228f5a4f4f1d9",29,3126.00,3.97
"430315b7bb4b6e4b3c978f9dfa9b0558",20,3118.40,4.00
"3bdff180c7e1f6551a643b99c265a120",59,3114.90,4.02
"f61c63d13f7cd800549d5acdd390ae72",26,3072.30,4.00
"bd697db56ff8e7c9cd1abeb7f72029b2",22,3069.78,4.18
"aae3bfea055532c57fb453ed3ec80b30",48,3057.92,3.55
"b8555308bfdb4ca1ed54325a58da9a97",26,3047.20,4.07
"0ebd97a106433a45a4aebe57c1799778",31,3046.80,4.50
"0c7533c71df861ec58ad7ff999ed0e8d",61,3043.20,4.04
"9646c3513289980f17226a2fc4720dbd",71,3039.30,4.26
"d17f467e4bf608a510c20d82f4ba3b6b",12,3021.66,4.00
"55f7a3319d80f7fdf078b8f03e6725fe",22,3013.78,3.77
"f4aba7c0bca51484c30ab7bdc34bcdd1",110,3009.79,3.90
"49e7217cfe4e427191c378ec626d8737",13,3002.70,3.93
"c9aafcd0621b2207c10e32c649cada4d",44,2997.25,4.02
"5bc55dbe2f12b6af6d83ed46023e0dc8",17,2992.10,2.33
"cb3dd9ce66268c7a3ca7241ac70ab58c",50,2991.73,4.20
"8cbac7e12637ed9cffa18c7875207478",67,2990.98,4.15
"974cf2cb8f4b7add98709c30df02fe10",33,2982.67,4.06
"2156f2671501a81034d7d07f217609d0",22,2981.50,3.86
"432c37c9dfba871172ec162e20118b8c",46,2968.87,4.18
"b494891378bd8f4560abe576c52deacd",20,2958.90,4.64
"60562ab00b8054280520d390c8c0045c",17,2943.00,4.76
"cb5df0dcb9e280b1780e9d589889f2c7",16,2934.72,2.56
"a6fe7de3d16f6149ffe280349a8535a0",51,2904.80,4.00
"20d83f3ef0e6925fd74bfd59170babf7",40,2903.60,4.35
"4305fe92735c8a43d154ff6dd2b8d927",19,2885.90,3.90
"1771297ac436903d1dd6b0e9279aa505",28,2881.27,4.63
"1987cd4be10fe09ee50454f9c354d1c6",14,2877.70,4.25
"244c2f1bff6afe1f2eaf9bfe9b2aed38",23,2877.00,3.70
"b335c59ab742f751a85db9c411a86739",33,2873.34,3.69
"4342d4b2ba6b161468c63a7e7cfce593",20,2867.10,1.26
"977f9f63dd360c2a32ece2f93ad6d306",24,2858.87,3.80
"2a1348e9addc1af5aaa619b1a3679d6b",52,2843.00,3.00
"730937bf88cb151eb2eb849f642fc213",22,2821.20,4.42
"1838dd9b8977065acf51d95e0053ea7a",64,2820.30,4.24
"dd533b429f380718b70ad9922c294bae",41,2819.77,3.73
"f593898ec748b7a8cb81fc04edafd98a",20,2813.04,3.48
"5f1dc28029d2c244352a68107ec2b542",62,2807.30,4.43
"33576ec5412fb5905d876f12f33bfde6",31,2807.00,4.12
"3fd1e727ba94cfe122d165e176ce7967",37,2805.20,3.82
"820cc752a266cdc6c1a1e61dd4583330",15,2802.80,4.13
"df56d7b40d437f88407c5f78b63bc328",22,2791.28,3.88
"f7ccf836d21b2fb1de37564105216cc1",70,2787.40,3.82
"62c50c1af4dfdc4149d25c5222043d39",14,2785.72,3.26
"a17f621c590ea0fab3d5d883e1630ec6",65,2778.58,4.09
"8d79c8a04e42d722a75097ce5cbcf2ef",27,2777.72,4.46
"82bd0703a4aefd6b599e5bfdaed378fb",21,2771.28,3.60
"f125f3a310c2e5f822d116147de1e474",16,2761.40,4.36
"8f54d64f28a993550aa7943f12572959",15,2755.50,3.81
"a1474fd46fd3430168f7ec202da39408",12,2752.50,4.43
"3b872fd4747f01cc56206f2934198618",25,2726.74,3.89
"5cbbd5a299cab112b7bf23862255e43e",36,2726.06,4.32
"d93844a9c55ba7ce353388bcf849ea56",12,2708.50,4.21
"51702dc2a3e106c76dbff722b5bf0726",13,2705.10,4.36
"e99e927c81e3f51739c94fcdfca9f10f",22,2702.83,3.56
"31561f325664a8a7aba4c8d0c3a9b3db",36,2702.19,4.58
"850913d59ce317156b00f3705f1c3edb",32,2690.00,3.35
"ffa6adafb71b807dc13159e26431354c",18,2669.90,3.78
"d93919c944be9cff128f6c9cb899eacb",33,2666.70,4.00
"9c068d10aca38e85c50202e17b4a7e88",17,2658.90,4.13
"d25aa0aaacb370e912f8cf6efeba38b3",17,2658.45,4.52
"6f229cc508fc6915ed5c499efd93baa4",13,2654.80,4.43
"0885aaf116795758dfeb5f1032487bcd",28,2648.00,4.20
"bc302730ea8cf49b5c74f579febb5bbf",11,2640.90,3.82
"1b7e5006cb25dd23ce8686691013b121",11,2636.74,4.36
"ccf8813e5a7d6c84d865cd38bfc2b130",26,2635.50,4.38
"ea6b12bf9ffe2bac34602ec631d97a47",11,2625.80,4.09
"9906e7aa42a3c067b7c9a564d01c4320",12,2619.00,4.06
"8ab42aa58097fd4668d60cc648225d5f",20,2616.75,4.15
"a369d693961cb93b61ca2cc518872a85",11,2597.00,4.11
"bb5bd94c8f59cc050072d2930c869cac",16,2593.86,4.22
"cd06602b43d8800bd0afad514919d35c",44,2588.07,3.68
"2c4c47cb51acd5ea5db5e0ae0e26542a",12,2575.90,4.60
"04aba03279157f6d4e0fe8ccaf21963c",16,2575.90,4.31
"b76dba6c951ab00dc4edf0a1aa88037e",159,2574.78,4.15
"41ab63a91b8b264e8c8780368bf1dd5b",12,2571.95,4.23
"1354d51653f645349064725ed204e85e",18,2570.00,3.71
"1ce3ae5a399804d1a87e706f8a813c3e",40,2563.00,3.73
"323ce52b5b81df2cd804b017b7f09aa7",30,2554.20,4.31
"157c3e4b42f81ac4a44e8b1ca2fe9876",23,2548.50,3.97
"efcd8d2104f1a05d028af7bad20d974b",47,2544.77,4.19
"fe49ee029e61e789a1f3a5525f57ba8d",17,2527.59,4.06
"cce6ab8d1682639fe45ab70234f1665f",63,2522.70,4.44
"47efca563408aae19bb7206c2d969ea9",12,2522.00,4.08
"ede0c03645598cdfc63ca8237acbe73d",46,2518.37,3.62
"318f287a62ab7ac10b703ac37435a231",52,2517.48,3.87
"de0c78824586e9a5f5f04fd84e25df39",14,2489.30,4.44
"cea729054f157f5870bdd321a958d994",24,2482.10,4.19
"c2d70ce2c5d0a2eb75e78668236e6dc8",13,2470.90,4.67
"3a734b715d333a2588a3d54a0c9b8746",18,2463.52,4.21
"1c40343cc5d18c2d8248ac2f3366de34",21,2461.41,4.55
"fa74b2f3287d296e9fbd2cc80f2d1cf1",11,2459.89,2.36
"5160d23075764e18e07c1f4a87fad743",34,2429.00,4.46
